satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
0,1,46,1,0,2388,1,2,1,1,4,1,4,4,4,2,4,3,3,4,0,0.0
0,1,64,1,0,2717,1,2,1,1,2,1,2,2,4,5,1,4,1,2,0,0.0
1,1,62,1,0,621,4,4,4,2,5,4,5,5,3,3,4,5,4,5,0,0.0
1,1,14,1,0,1798,4,4,4,2,3,4,3,3,4,2,4,5,5,3,1,0.0
0,1,43,1,0,1949,1,2,1,1,5,1,5,5,3,2,3,3,5,5,0,0.0
0,1,47,1,0,1632,1,2,1,1,3,1,2,3,5,3,5,4,5,3,0,4.0
1,1,38,1,1,1344,4,4,4,2,5,5,5,4,4,4,4,5,4,5,14,6.0
1,1,29,1,0,1104,4,4,4,2,5,4,4,1,1,4,5,4,1,4,2,0.0
0,1,21,1,0,5127,1,2,1,2,1,1,2,3,5,1,2,2,2,2,2,2.0
1,1,14,1,0,4109,4,4,4,2,2,4,2,2,2,3,5,1,4,2,0,4.0
0,1,68,1,0,3678,1,2,1,2,1,2,2,1,4,2,3,2,3,2,0,0.0
1,1,62,1,0,2621,4,4,4,2,2,4,2,2,4,5,4,5,4,2,0,37.0
1,1,47,1,2,2512,4,4,4,2,4,5,5,1,1,4,1,2,1,3,0,20.0
1,1,14,1,0,3361,4,4,4,2,2,5,5,3,3,4,3,4,3,3,0,0.0
1,1,54,1,0,2369,4,4,4,2,5,4,5,4,4,4,4,3,4,5,0,0.0
0,1,20,1,0,3813,1,2,1,2,3,1,3,3,2,2,2,1,1,3,15,6.0
1,1,54,1,0,2262,4,4,4,2,1,4,1,1,4,2,5,5,4,1,7,0.0
0,1,61,1,0,3647,1,2,1,2,1,1,1,1,4,3,1,3,2,1,0,0.0
1,1,14,1,0,3639,4,4,4,2,4,4,5,4,4,2,3,1,1,4,0,10.0
1,1,38,1,0,3701,4,4,4,2,2,4,2,2,1,5,1,2,3,2,0,9.0
0,1,17,1,0,3026,1,2,1,2,4,1,4,4,4,1,2,4,2,4,13,5.0
1,1,42,1,0,1761,4,4,4,2,5,4,4,5,5,4,5,3,5,5,84,78.0
0,1,29,1,0,3460,1,2,1,2,5,1,5,5,2,2,3,1,2,5,0,0.0
1,1,62,1,0,1752,4,4,4,2,1,5,3,1,1,4,1,2,1,5,0,0.0
0,1,46,1,0,2994,1,2,1,2,3,1,3,3,4,4,2,2,2,3,38,39.0
0,1,32,1,0,3080,1,2,1,2,5,1,5,5,1,4,1,4,2,5,0,0.0
0,1,42,1,0,3047,1,2,1,2,1,1,1,1,3,3,1,1,2,1,0,0.0
0,1,20,1,0,2584,1,2,1,2,4,1,4,4,4,4,2,4,3,4,3,45.0
1,1,57,1,0,1533,4,4,4,2,2,4,5,4,4,4,4,3,4,3,0,4.0
1,1,54,1,0,1511,4,4,4,2,1,4,1,1,4,1,5,4,5,1,34,6.0
1,1,44,1,0,1454,4,4,4,2,3,1,5,5,5,4,5,1,5,2,0,0.0
0,1,43,1,0,2933,1,2,1,2,1,4,4,4,3,3,2,4,3,4,138,105.0
1,1,44,1,0,1242,4,4,4,2,4,5,4,5,5,4,4,4,5,4,0,0.0
0,1,63,1,0,2058,1,2,1,2,2,1,2,2,3,3,2,4,3,2,90,78.0
0,1,51,1,1,2540,1,2,1,2,4,1,4,4,3,1,2,3,2,4,17,0.0
0,1,39,1,1,2166,1,2,1,2,5,1,5,5,3,3,2,4,3,5,14,6.0
1,1,49,1,0,1080,4,4,4,3,4,2,2,3,5,4,4,2,5,2,41,46.0
0,1,50,1,0,1959,1,2,1,2,4,1,4,4,4,4,3,2,2,4,0,0.0
0,1,12,1,0,1954,1,2,1,2,1,1,1,1,1,4,2,2,3,1,18,11.0
0,1,47,1,2,1029,1,2,1,2,1,3,3,3,3,1,3,4,3,4,24,39.0
0,1,62,1,0,1862,1,2,1,2,4,1,4,4,4,4,2,1,3,4,0,11.0
0,1,53,1,0,2056,1,2,1,2,4,1,4,4,4,2,3,3,3,4,15,38.0
0,1,55,1,0,2573,1,2,1,2,4,1,4,4,2,5,2,3,2,4,13,14.0
1,1,32,1,1,2554,4,4,4,3,1,4,1,1,3,5,4,5,5,1,0,0.0
0,1,47,1,0,1874,1,2,1,2,2,1,2,2,2,5,2,3,3,2,0,0.0
0,1,16,1,0,2294,1,2,1,2,2,1,2,2,2,1,2,3,2,2,0,0.0
1,1,52,1,2,982,4,4,4,3,4,1,1,3,3,3,4,1,3,1,34,48.0
0,1,49,1,0,2218,1,2,1,2,1,1,1,1,3,5,2,3,3,1,1,0.0
0,1,65,1,0,1991,1,2,1,2,3,1,1,3,2,5,3,4,3,3,5,4.0
0,1,56,1,0,2431,1,2,1,2,5,1,5,5,3,1,2,2,3,5,0,10.0
1,1,70,1,0,875,4,4,4,3,3,4,4,5,5,4,5,5,5,3,34,20.0
1,1,28,1,0,1903,4,4,4,3,5,4,5,5,5,5,4,3,5,5,11,8.0
0,1,26,1,0,2247,1,2,1,2,4,1,4,4,2,2,2,4,3,4,0,0.0
0,1,52,1,0,2713,1,2,1,2,5,1,5,5,4,4,3,2,2,5,0,0.0
0,1,60,1,0,2091,1,2,1,2,2,1,2,2,4,5,1,3,2,2,38,22.0
0,1,10,1,2,2631,1,2,1,2,1,5,5,1,1,1,1,5,2,5,265,265.0
1,1,69,1,0,739,4,4,4,3,4,5,5,3,3,4,3,5,3,5,0,0.0
0,1,16,1,0,2146,1,2,1,2,4,1,4,4,2,2,3,3,2,4,1,0.0
0,1,20,1,0,2393,1,2,1,2,1,1,2,1,1,4,2,2,2,1,41,30.0
0,1,50,1,0,2068,1,2,1,2,2,1,3,2,3,4,1,4,3,2,0,0.0
0,1,29,1,0,1636,1,2,1,2,2,1,2,2,2,2,2,3,2,2,0,0.0
0,1,26,1,0,2015,1,2,1,2,1,1,1,1,2,1,3,1,2,1,0,0.0
0,1,67,1,0,1498,1,2,1,2,1,1,1,1,1,1,2,3,3,1,18,21.0
1,1,9,1,1,2121,4,4,4,3,5,3,5,4,4,4,4,5,4,5,0,0.0
0,1,11,1,0,2004,1,2,1,2,4,1,4,4,2,1,3,2,3,4,0,0.0
0,1,10,1,0,1283,1,2,1,2,5,1,5,5,2,4,3,4,3,5,0,0.0
0,1,43,1,0,1844,1,2,1,2,1,1,1,1,2,2,2,3,2,1,0,0.0
1,1,23,1,0,2124,4,4,4,3,4,4,4,4,4,4,3,5,4,3,1,8.0
1,1,50,1,0,515,4,4,4,3,3,4,3,3,4,2,3,2,4,3,15,0.0
0,1,59,1,1,2018,1,2,1,2,2,1,2,2,1,3,3,1,2,2,82,71.0
1,1,10,1,0,1362,4,4,4,3,3,4,3,3,3,3,5,5,4,3,0,0.0
1,1,14,1,0,1377,4,4,4,3,2,4,2,2,3,2,4,2,3,2,0,0.0
1,1,35,1,0,1929,4,4,4,3,5,4,5,1,1,4,1,5,1,3,0,0.0
0,1,10,1,0,1537,1,2,1,2,5,1,5,5,4,1,3,1,2,5,78,46.0
1,1,48,1,0,465,4,4,4,3,5,1,4,2,2,4,2,1,2,2,0,4.0
0,1,9,1,0,1628,1,2,1,2,4,1,4,4,3,2,3,2,3,4,4,0.0
0,1,25,1,0,1551,1,2,1,2,3,1,2,3,3,5,2,4,2,3,22,16.0
0,1,63,1,0,1940,1,2,1,2,4,1,4,4,3,1,3,3,3,4,0,0.0
0,1,14,1,0,1710,1,2,1,2,2,1,2,2,2,4,3,3,3,2,0,0.0
1,1,45,1,0,378,4,4,4,3,5,4,5,5,4,2,4,3,4,5,54,47.0
1,1,28,1,0,1222,4,4,4,3,3,5,4,3,3,4,3,4,3,4,11,0.0
0,1,35,1,0,1488,1,2,1,2,3,1,3,3,3,1,2,2,3,3,0,0.0
1,1,16,1,0,2227,4,4,4,3,2,4,2,2,5,3,4,5,4,2,0,0.0
1,1,48,1,0,290,4,4,4,3,5,4,2,5,5,4,5,4,5,5,0,9.0
0,1,54,1,0,1225,1,2,1,2,1,1,4,1,4,5,1,2,2,1,0,0.0
0,1,10,1,0,1098,1,2,1,2,4,1,5,4,4,4,3,1,3,4,0,0.0
0,1,41,1,1,1283,1,2,1,2,2,1,1,2,3,5,2,1,2,2,0,3.0
1,1,49,1,0,210,4,4,4,3,1,4,1,1,4,3,2,4,3,1,0,0.0
0,1,34,1,0,1099,1,2,1,2,3,1,3,3,2,3,2,3,1,3,38,37.0
1,1,15,1,0,1814,4,4,4,3,5,4,5,5,3,4,4,4,4,5,19,14.0
1,1,60,1,0,84,4,4,4,3,2,4,2,2,4,5,5,5,5,2,0,3.0
1,1,16,1,0,1240,4,4,4,3,3,4,4,1,1,4,1,5,1,4,0,0.0
1,1,21,1,0,1576,4,4,4,3,5,5,4,5,5,4,5,5,5,5,35,55.0
0,1,11,1,0,1133,1,2,1,2,3,1,3,3,3,2,3,1,2,3,0,0.0
1,1,10,1,0,4402,4,4,4,3,5,4,5,5,4,4,5,3,4,5,0,7.0
0,1,54,1,0,4088,1,2,1,3,1,4,4,3,2,3,3,4,3,4,0,3.0
1,1,64,1,0,2630,4,4,4,3,5,4,5,5,1,1,4,4,3,5,0,23.0
0,1,32,1,0,4083,1,2,1,3,4,1,4,4,2,2,2,3,3,4,0,0.0
0,1,13,1,0,3781,1,2,1,3,2,1,2,2,4,1,4,3,3,2,0,0.0
1,1,33,1,0,3897,4,4,4,3,1,4,1,1,5,4,4,4,4,1,0,0.0
0,1,58,1,0,3139,1,2,1,3,5,1,5,5,2,4,3,3,3,5,0,0.0
0,1,65,1,0,3948,1,2,1,3,3,1,3,3,1,5,3,4,3,3,0,0.0
0,1,21,1,0,3224,1,2,1,3,1,4,4,4,3,3,2,4,4,4,0,19.0
0,1,44,1,0,3744,1,2,1,3,2,1,2,2,1,2,3,1,4,2,0,0.0
0,1,61,1,0,3428,1,2,1,3,1,1,1,1,1,3,3,2,3,1,0,0.0
1,1,37,1,1,3479,4,4,4,3,1,4,1,1,5,3,5,4,5,1,0,0.0
0,1,36,1,0,3151,1,2,1,3,1,1,1,1,3,5,4,2,3,1,0,0.0
1,1,60,1,0,2201,4,4,4,3,3,5,4,4,4,4,4,4,4,3,0,4.0
0,1,49,1,0,3741,1,2,1,3,2,1,2,2,4,4,4,3,4,2,0,0.0
1,1,66,1,0,2194,4,4,4,3,5,5,5,3,3,4,3,4,3,5,36,19.0
1,1,53,1,0,2137,4,4,4,3,3,4,1,5,5,4,1,4,5,1,0,0.0
1,1,23,1,0,2986,4,4,4,3,3,2,2,3,3,4,3,5,3,5,0,0.0
0,1,31,1,0,3195,1,2,1,3,4,1,4,4,3,3,4,4,3,4,39,14.0
0,1,69,1,0,3513,1,2,1,3,1,1,1,1,2,4,4,2,3,1,2,10.0
1,1,21,1,0,3260,4,4,4,3,4,5,5,3,3,4,3,3,3,5,0,0.0
0,1,28,1,0,3033,1,2,1,3,4,1,4,4,3,3,4,1,4,4,0,0.0
1,1,41,1,0,3442,4,4,4,3,1,4,1,1,3,2,4,5,5,1,37,4.0
1,1,19,1,0,2705,4,4,4,3,4,3,4,5,5,4,5,1,5,4,4,0.0
0,1,44,1,0,2563,1,2,1,3,5,1,5,5,4,3,1,4,3,5,0,0.0
0,1,35,1,0,2686,1,2,1,3,4,1,2,4,2,2,3,4,4,4,0,35.0
0,1,49,1,0,2933,1,2,1,3,1,1,1,1,1,3,3,4,3,1,2,0.0
0,1,63,1,0,2793,1,2,1,3,1,1,1,1,4,4,3,2,3,1,0,6.0
1,1,56,1,0,1794,4,4,4,3,2,4,2,2,3,5,4,3,5,2,9,40.0
0,1,21,1,1,3149,1,2,1,3,3,1,3,3,1,2,4,1,3,3,19,45.0
1,1,52,1,0,1796,4,4,4,3,1,3,3,4,4,4,4,4,4,5,11,6.0
1,1,46,1,0,1759,4,4,4,3,4,4,5,4,5,1,5,1,1,4,2,10.0
0,1,30,1,0,3209,1,2,1,3,2,1,3,2,3,1,3,3,2,2,75,71.0
0,1,28,1,0,3608,1,2,1,3,1,4,4,4,5,3,3,4,3,4,138,106.0
1,1,7,1,0,3175,4,4,4,3,3,5,5,5,5,4,5,5,5,4,15,0.0
1,1,40,1,0,2934,4,4,4,3,4,4,5,3,3,4,3,4,3,5,12,0.0
0,1,20,1,0,3457,1,2,1,3,4,1,2,4,4,1,4,3,3,4,0,0.0
0,1,67,1,0,3194,1,2,1,3,4,1,4,4,2,2,4,3,3,4,0,0.0
1,1,50,1,0,1627,4,4,4,3,3,4,3,1,1,4,1,2,1,4,0,0.0
0,1,61,1,1,3051,1,2,1,3,4,1,4,4,2,1,3,2,4,4,32,71.0
1,1,65,1,0,1578,4,4,4,3,2,4,2,2,1,5,3,4,4,2,122,99.0
0,1,36,1,0,2598,1,2,1,3,5,1,4,5,4,4,2,4,4,5,0,3.0
0,1,13,1,2,2872,1,2,1,3,4,1,4,4,3,1,3,3,2,4,0,6.0
1,1,21,1,0,2412,4,4,4,3,3,4,3,3,4,2,5,5,4,3,10,25.0
0,1,19,1,1,2482,1,2,1,3,2,1,1,2,1,5,3,4,4,2,0,0.0
0,1,29,1,0,2984,1,2,1,3,4,1,4,4,4,4,3,4,4,4,0,0.0
0,1,8,1,0,2663,1,2,1,3,3,1,3,3,4,4,4,2,3,3,61,70.0
1,1,21,1,1,2777,4,4,4,3,2,4,5,4,4,4,4,4,4,4,92,98.0
1,1,16,1,0,2354,4,4,4,3,1,3,3,2,2,4,2,2,2,1,0,0.0
1,1,56,1,2,1435,4,4,4,3,4,4,4,5,5,4,5,4,5,4,0,0.0
0,1,9,1,0,2757,1,2,1,3,2,1,2,2,4,2,4,1,4,2,0,0.0
0,1,34,1,0,2231,1,2,1,3,2,1,2,2,1,5,4,1,4,2,22,11.0
1,1,12,1,0,2503,4,4,4,3,4,5,4,5,5,4,5,5,5,5,0,0.0
1,1,19,1,0,2156,4,4,4,3,5,5,4,5,5,4,5,3,5,4,30,18.0
1,1,42,1,0,1260,4,4,4,3,2,2,4,5,5,4,5,1,5,2,0,0.0
0,1,64,1,0,2990,1,2,1,3,2,1,2,2,3,2,2,2,3,2,0,1.0
0,1,35,1,0,2528,1,2,1,3,4,1,3,4,4,3,3,3,4,4,0,0.0
0,1,47,1,0,1954,1,2,1,3,4,1,4,4,4,1,2,4,4,4,0,0.0
1,1,13,1,0,2031,4,4,4,3,3,4,2,3,3,3,4,4,5,3,16,0.0
1,1,14,1,1,3140,4,4,4,3,2,4,1,2,1,1,4,3,3,2,0,0.0
0,1,51,1,0,2615,1,2,1,3,4,1,4,4,1,2,3,2,3,4,13,2.0
1,1,70,1,0,1181,4,4,4,3,4,4,4,4,3,3,3,4,4,4,0,0.0
1,1,34,1,0,2658,4,4,4,3,1,2,3,3,3,4,5,3,3,4,51,56.0
1,1,21,1,0,2574,4,4,4,3,5,4,5,5,3,5,5,5,5,5,2,0.0
1,1,55,1,0,1126,4,4,4,4,2,4,2,2,2,4,4,5,4,2,0,0.0
0,1,66,1,0,2720,1,2,1,3,4,1,4,4,2,3,4,4,3,4,7,31.0
1,1,37,1,0,2311,4,4,4,4,4,4,4,4,3,1,1,4,4,4,0,0.0
1,1,44,1,0,1126,4,4,4,4,1,4,4,3,3,4,3,4,3,4,0,0.0
1,1,25,1,0,2399,4,4,4,4,1,4,5,1,3,2,4,1,4,1,0,0.0
1,1,28,1,0,2319,4,4,4,4,2,4,4,2,2,2,3,1,3,2,13,0.0
1,1,53,1,0,1096,4,4,4,4,3,4,4,1,1,4,1,4,1,3,0,0.0
0,1,64,1,0,2047,1,2,1,3,2,1,2,2,2,5,4,4,3,2,0,0.0
1,1,43,1,0,1089,4,4,4,4,2,4,5,5,5,4,5,5,5,3,0,0.0
0,1,47,1,0,2792,1,2,1,3,3,1,3,3,3,2,4,2,4,3,0,0.0
0,1,15,1,0,2380,1,2,1,3,2,1,1,2,4,4,3,2,3,2,0,0.0
0,1,37,1,0,2277,1,2,1,3,2,1,2,2,1,1,3,3,3,2,30,16.0
0,1,10,1,0,2667,1,2,1,3,3,1,3,3,1,3,3,1,3,3,0,0.0
0,1,60,1,1,2547,1,2,1,3,5,1,5,5,4,1,4,3,4,5,0,0.0
0,1,29,1,0,1799,1,2,1,3,2,1,2,2,3,2,4,4,4,2,0,0.0
0,1,15,1,0,2682,1,2,1,3,3,1,3,3,1,4,4,4,3,3,42,64.0
1,1,31,1,0,2406,4,4,4,4,4,4,5,4,4,5,5,4,5,4,0,0.0
0,1,38,1,0,2497,1,2,1,3,2,1,2,2,1,1,4,3,3,2,0,0.0
1,1,29,1,0,2499,4,4,4,4,4,4,4,4,1,1,4,3,4,4,0,0.0
0,1,36,1,0,2083,1,2,1,3,1,1,1,1,2,2,3,2,3,1,23,41.0
1,1,25,1,1,2203,4,4,4,4,3,2,3,3,3,4,3,3,3,4,24,23.0
0,1,9,1,0,1953,1,2,1,3,5,1,5,5,2,2,3,2,4,5,0,0.0
0,1,57,1,0,2155,1,2,1,3,1,1,1,1,4,2,4,2,4,1,3,13.0
0,1,45,1,0,1934,1,2,1,3,2,1,2,2,2,4,4,2,3,2,72,77.0
1,1,58,1,0,958,4,4,4,4,3,3,3,4,4,4,4,5,4,4,0,14.0
0,1,16,1,0,2675,1,2,1,3,1,5,5,3,3,4,3,5,2,5,177,178.0
0,1,33,1,0,2169,1,2,1,3,5,1,5,5,2,4,3,2,3,5,9,5.0
0,1,66,1,0,2822,1,2,1,3,1,1,1,1,1,4,4,4,4,1,0,0.0
0,1,28,1,0,1758,1,2,1,3,5,1,5,5,4,4,4,1,4,5,8,0.0
0,1,14,1,0,1629,1,2,1,3,5,1,5,5,2,4,3,3,4,5,0,0.0
0,1,32,1,0,2014,1,2,1,3,4,1,4,4,3,1,3,4,4,4,4,0.0
0,1,57,1,0,2395,1,2,1,3,5,1,1,5,2,4,4,3,4,5,6,11.0
0,1,37,1,0,1978,1,2,1,3,4,1,4,4,2,3,3,1,4,4,5,0.0
0,1,49,1,0,2571,1,2,1,3,5,1,5,5,2,4,3,2,3,5,18,0.0
0,1,38,1,0,1933,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0.0
1,1,48,1,0,967,4,4,4,4,3,4,3,3,4,2,5,4,5,3,0,7.0
1,1,9,1,0,2693,4,4,4,4,5,4,4,5,3,3,5,5,5,5,42,46.0
0,1,67,1,1,2262,1,2,1,3,3,1,4,3,2,3,3,2,4,3,0,0.0
1,1,7,1,0,2345,4,4,4,4,4,4,4,4,4,3,4,3,4,4,34,27.0
0,1,34,1,0,2596,1,2,1,3,4,1,4,4,1,4,3,2,3,4,1,0.0
1,1,70,1,0,918,4,4,4,4,3,4,3,3,4,4,4,2,4,3,0,12.0
0,1,29,1,0,2187,1,2,1,3,2,1,1,2,1,2,3,1,4,2,0,3.0
0,1,61,1,0,1769,1,2,1,3,3,1,3,3,2,2,4,3,3,3,46,42.0
1,1,13,1,0,2115,4,4,4,4,2,4,5,4,4,4,1,4,4,3,0,0.0
1,1,56,1,0,861,4,4,4,4,5,4,5,5,2,5,4,2,3,5,0,0.0
0,1,56,1,2,2787,1,2,1,3,1,5,4,3,1,4,4,4,2,4,154,146.0
1,1,63,1,0,856,4,4,4,4,1,4,1,1,4,5,3,2,4,1,12,1.0
0,1,42,1,2,846,1,2,1,3,2,3,3,3,3,1,4,4,3,2,0,0.0
0,1,44,1,0,2080,1,2,1,3,1,1,1,1,3,3,4,4,4,1,3,0.0
1,1,70,1,2,825,4,4,4,4,5,4,5,5,4,3,4,5,4,5,0,0.0
0,1,20,1,0,2167,1,2,1,3,1,1,1,1,4,4,4,1,4,1,30,22.0
0,1,43,1,2,849,1,2,1,3,2,3,3,2,2,1,2,3,2,1,0,0.0
0,1,14,1,0,2506,1,2,1,3,1,4,4,4,2,4,4,4,1,4,232,242.0
0,1,10,1,0,2404,1,2,1,3,3,1,3,3,4,5,4,1,3,3,0,4.0
1,1,58,1,0,773,4,4,4,4,5,4,5,5,4,3,4,3,4,5,5,0.0
0,1,23,1,0,2177,1,2,1,3,1,1,5,1,3,2,3,4,3,1,0,0.0
1,1,56,1,0,771,4,4,4,4,2,1,3,2,2,4,2,4,2,3,71,58.0
0,1,25,1,0,1861,1,2,1,3,3,1,4,3,2,1,3,1,4,3,13,13.0
0,1,26,1,0,2401,1,2,1,3,1,1,1,1,1,1,3,1,3,1,31,24.0
0,1,40,1,0,1494,1,2,1,3,3,1,3,3,4,5,3,4,2,3,0,0.0
1,1,53,1,0,739,4,4,4,4,4,4,4,4,2,2,4,1,4,4,0,0.0
1,1,53,1,0,740,4,4,4,4,3,4,4,1,1,4,1,4,1,3,73,75.0
0,1,61,1,0,2217,1,2,1,3,5,1,5,5,1,1,2,2,3,5,45,29.0
0,1,11,1,0,2533,1,2,1,3,5,1,5,5,2,5,3,3,3,5,0,1.0
1,1,56,1,0,772,4,4,4,4,2,4,4,3,3,4,3,4,3,5,0,0.0
1,1,44,1,0,749,4,4,4,4,4,5,5,3,3,4,3,4,3,5,37,56.0
0,1,30,1,0,2384,1,2,1,3,3,1,3,3,3,2,3,3,3,3,0,0.0
0,1,29,1,0,1875,1,2,1,3,5,1,5,5,4,2,3,1,4,5,1,0.0
0,1,48,1,0,1899,1,2,1,3,2,1,3,2,3,2,3,1,3,2,0,0.0
0,1,37,1,0,1820,1,2,1,3,5,1,5,5,2,2,3,1,4,5,5,0.0
1,1,50,1,0,713,4,4,4,4,5,4,5,5,4,4,5,5,5,5,0,0.0
0,1,54,1,0,2504,1,2,1,3,3,1,4,3,1,2,3,1,4,3,3,0.0
0,1,53,1,0,2317,1,2,1,3,4,1,4,4,3,1,3,2,3,4,0,0.0
1,1,51,1,0,676,4,4,4,4,4,4,4,4,5,3,4,3,4,4,5,0.0
1,1,49,1,0,667,4,4,4,4,3,4,5,3,5,4,4,3,5,3,0,0.0
0,1,44,1,1,2329,1,2,1,3,5,1,1,5,2,3,3,4,4,5,0,0.0
1,1,13,1,1,1992,4,4,4,4,2,4,5,2,2,4,4,1,2,1,0,0.0
1,1,64,1,1,679,4,4,4,4,2,4,4,4,4,4,4,2,4,4,0,0.0
0,1,38,1,0,1557,1,2,1,3,4,1,4,4,2,4,3,1,4,4,0,0.0
0,1,48,1,0,1677,1,2,1,3,3,1,3,3,2,5,2,1,2,3,0,0.0
1,1,37,1,1,2150,4,4,4,4,1,4,4,1,3,4,5,3,4,1,0,0.0
0,1,17,1,1,1482,1,2,1,3,4,1,3,4,2,1,4,1,4,4,9,1.0
0,1,69,1,0,2236,1,2,1,3,2,1,3,2,4,3,3,4,3,2,50,36.0
0,1,70,1,2,637,1,2,1,3,4,3,3,1,1,1,1,3,1,4,0,0.0
1,1,7,1,1,2086,4,4,4,4,5,4,5,2,2,4,2,3,2,5,0,0.0
1,1,18,1,0,1487,4,4,4,4,2,4,2,2,2,4,2,3,4,2,10,5.0
1,1,32,1,0,2038,4,4,4,4,3,4,4,2,2,4,3,3,2,4,6,1.0
1,1,58,1,0,633,4,4,4,4,2,4,2,2,2,4,4,4,4,2,0,0.0
1,1,61,1,0,628,4,4,4,4,5,4,1,5,1,2,4,5,5,5,0,0.0
1,1,52,1,0,629,4,4,4,4,2,5,5,3,3,4,3,5,3,3,4,0.0
0,1,19,1,0,2181,1,2,1,3,2,1,2,2,3,4,4,4,3,2,0,0.0
0,1,37,1,0,1980,1,2,1,3,4,1,1,4,2,2,1,4,3,4,0,2.0
0,1,8,1,0,1534,1,2,1,3,4,1,4,4,3,3,3,3,4,4,0,0.0
1,1,57,1,0,604,4,4,4,4,2,4,2,2,4,2,5,3,4,2,0,0.0
1,1,45,1,0,614,4,4,4,4,2,3,5,3,3,4,3,2,3,1,3,4.0
1,1,61,1,0,605,4,4,4,4,5,4,5,5,2,2,4,4,4,5,0,0.0
1,1,11,1,0,1754,4,4,4,4,1,3,3,1,1,4,1,2,1,4,11,0.0
1,1,57,1,0,563,4,4,4,4,5,4,5,5,4,2,5,4,4,5,0,0.0
1,1,44,1,0,576,4,4,4,4,2,4,3,1,1,4,1,4,1,4,30,53.0
1,1,46,1,0,598,4,4,4,4,5,4,5,5,4,4,4,4,4,5,16,15.0
1,1,9,1,0,2215,4,4,4,4,3,4,3,3,4,5,2,5,3,3,0,0.0
0,1,9,1,0,2187,1,2,1,3,4,1,4,4,4,3,4,4,4,4,0,0.0
1,1,41,1,1,549,4,4,4,4,5,4,5,3,3,4,3,4,3,4,38,34.0
1,1,44,1,0,546,4,4,4,5,4,4,2,4,4,4,4,3,4,4,0,0.0
0,1,29,1,0,1814,1,2,1,3,3,1,3,3,4,5,4,4,4,3,0,0.0
0,1,59,1,0,1701,1,2,1,3,2,1,2,2,1,3,3,2,3,2,0,0.0
1,1,31,1,1,1626,4,4,4,5,3,4,3,3,5,5,3,5,4,3,0,0.0
1,1,58,1,2,556,4,4,4,5,1,4,1,1,3,2,5,5,4,1,0,0.0
0,1,51,1,0,2053,1,2,1,3,1,1,1,1,2,4,4,1,3,1,9,10.0
0,1,54,1,1,1661,1,2,1,3,1,1,1,1,3,3,2,3,3,1,0,0.0
1,1,69,1,0,493,4,4,4,5,3,4,4,3,3,4,3,4,3,3,119,124.0
0,1,45,1,0,1541,1,2,1,3,5,1,5,5,3,3,3,2,3,5,0,0.0
0,1,69,1,0,1497,1,2,1,3,3,1,3,3,2,3,4,4,4,3,0,3.0
1,1,67,1,0,495,4,4,4,5,1,4,1,1,4,2,4,5,4,1,32,21.0
1,1,60,1,0,482,4,4,4,5,4,4,5,4,3,5,5,5,4,4,0,2.0
0,1,37,1,0,1720,1,2,1,3,3,1,3,3,3,5,4,3,4,3,110,112.0
1,1,27,1,2,2272,4,4,4,5,3,4,3,3,3,3,4,3,4,3,0,0.0
0,1,57,1,0,2020,1,2,1,3,5,1,5,5,3,3,3,4,3,5,0,14.0
1,1,36,1,0,2045,4,4,4,5,4,4,5,5,5,4,5,5,5,4,0,0.0
1,1,25,1,1,1745,4,4,4,5,5,4,4,4,4,4,4,4,4,3,21,30.0
1,1,65,1,0,497,4,4,4,5,4,4,5,1,1,4,1,3,1,5,38,35.0
1,1,55,1,0,478,4,4,4,5,5,4,5,5,4,2,5,5,5,5,3,0.0
0,1,40,1,0,1879,1,2,1,3,1,1,1,1,1,1,3,3,4,1,105,96.0
0,1,35,1,0,1608,1,2,1,3,3,1,3,3,3,1,3,3,4,3,0,1.0
0,1,70,1,0,1078,1,2,1,3,5,1,1,5,2,1,2,2,2,5,0,0.0
0,1,48,1,0,1818,1,2,1,3,5,1,5,5,1,5,4,1,3,5,0,0.0
1,1,21,1,1,1991,4,4,4,5,3,5,5,5,5,4,5,5,5,5,0,0.0
1,1,14,1,0,1604,4,4,4,5,4,4,4,4,5,3,4,5,5,4,72,81.0
0,1,20,1,2,1498,1,2,1,3,3,1,3,3,2,1,4,2,3,3,19,22.0
0,1,21,1,2,1807,1,2,1,3,3,1,3,3,1,5,3,2,3,3,0,0.0
1,1,48,1,0,440,4,4,5,1,2,5,2,2,5,5,3,3,4,2,0,0.0
1,1,70,1,0,433,4,4,5,1,3,4,4,5,5,5,5,5,5,5,0,0.0
1,1,29,1,0,1735,4,4,5,1,3,5,3,3,4,5,4,5,4,3,0,0.0
1,1,43,1,1,410,4,4,5,1,1,5,1,1,3,2,5,5,4,1,0,0.0
0,1,68,1,0,2035,1,2,1,3,3,1,3,3,4,2,4,1,3,3,0,0.0
1,1,11,1,0,1399,4,4,5,1,5,5,5,5,3,3,4,3,4,5,0,0.0
1,1,32,1,0,2262,4,4,5,1,4,5,4,4,3,5,5,5,5,4,0,1.0
